level	no	word	gloss_short	gloss_full	score
lv4	769	recollection	記憶	記憶	0.192
lv4	770	shabby	みすぼらしい／おんぼろの	みすぼらしい／おんぼろの	0.192
lv4	771	blurry	ぼやけた／不鮮明な	ぼやけた／不鮮明な	0.191
lv4	772	dogma	教義／定説	教義／定説／独断	0.191
lv4	773	encompass	～を含む	～を含む	0.191
lv4	774	invoice	明細請求書／納品書	明細請求書／納品書	0.191
lv4	775	literate	読み書きができる／教養のある	読み書きができる／教養のある	0.191
lv4	776	monologue	独白	独白	0.191
lv4	777	outweigh	～に勝る／より価値がある	～に勝る／より価値がある／より重い	0.282
lv4	778	serene	穏やかな／平静な	穏やかな／平静な	0.191
lv4	779	simmer	こことこ煮える	こことこ煮える	0.191
lv4	780	sob	すすり泣く	すすり泣く	0.191
lv4	781	youngster	子供	子供	0.191
lv4	782	complicate	～を複雑にする	～を複雑にする	0.281
lv4	783	dismay	～を狼狽させる／～を動揺させる	～を狼狽させる／～を動揺させる／狼狽	0.281
lv4	784	hamper	～を妨げる／邪魔をする	～を妨げる／邪魔をする	0.281
lv4	785	hover	空中に止まる／空中にとどまる	空中に止まる／空中にとどまる／うろつく	0.281
lv4	786	longitude	経度	経度	0.189
lv4	787	meditate	瞑想する／深く考える	瞑想する／深く考える	0.189
lv4	788	preoccupied	夢中になった／頭がいっぱいだ	夢中になった／頭がいっぱいだ／頭がいっぱいで	0.281
lv4	789	fictitious	架空の／偽りの	架空の／偽りの	0.188
lv4	790	guideline	指針／ガイドライン	指針／ガイドライン／指導基準	0.188
lv4	791	inhale	～を吸い込む	～を吸い込む	0.188
lv4	792	reptile	爬虫類	爬虫類	0.188
lv4	793	liberate	～を解放する	～を解放する	0.187
lv4	794	loophole	抜け穴	抜け穴	0.187
lv4	795	malnutrition	栄養失調	栄養失調	0.187
lv4	796	recurrent	繰り返される／再発する	繰り返される／再発する	0.187
lv4	797	shun	～を避ける	～を避ける	0.187
lv4	798	converge	集まる／集中する	集まる／集中する	0.186
lv4	799	formulate	～をまとめる／～を明確に述べる	～をまとめる／～を明確に述べる	0.186
lv4	800	itinerary	旅程／旅行の日程	旅程／旅行の日程／旅行計画	0.277
lv4	801	puncture	～をパンクさせる／～に穴をあける	～をパンクさせる／～に穴をあける	0.186
lv4	802	bathe	～を入浴させる	～を入浴させる	0.184
lv4	803	calamity	災害	災害	0.184
lv4	804	enlighten	～を啓蒙する／～を啓蒙・啓発する	～を啓蒙する／～を啓蒙・啓発する／～に知らせる	0.276
lv4	805	homogeneous	均質の／同種の	均質の／同種の	0.184
lv4	806	memorize	～を暗記する	～を暗記する	0.184
lv4	807	mislead	～を誤解させる	～を誤解させる／～に誤った考えを持たせる／欺く	0.276
lv4	808	reconstruct	～を再建する／～を改変する	～を再建する／～を改変する	0.184
lv4	809	shatter	粉々にする	粉々にする	0.184
lv4	810	thermometer	温度計	温度計	0.184
lv4	811	detain	拘留する／～を勾留する	拘留する／～を勾留する／～を引き留める	0.275
lv4	812	drawback	欠点／不利な点	欠点／不利な点	0.183
lv4	813	fallacy	誤びゅう／誤った考え	誤びゅう／誤った考え／誤信	0.275
lv4	814	feeble	弱々しい／病弱な	弱々しい／病弱な	0.275
lv4	815	mingle	付き合う／仲間に入る	付き合う／仲間に入る／混ざる	0.183
lv4	816	pave	～を舗装する	～を舗装する	0.183
lv4	817	plow	鍬／すき	鍬／すき／～を耕す	0.275
lv4	818	affirm	断言する	断言する	0.182
lv4	819	anecdote	逸話／秘話	逸話／秘話	0.182
lv4	820	climatic	気候の／風土の	気候の／風土の	0.182
lv4	821	detour	回り道／迂回	回り道／迂回	0.273
lv4	822	janitor	用務員／管理人	用務員／管理人	0.182
lv4	823	repel	～を追い払う／退ける	～を追い払う／退ける	0.182
lv4	824	skyscraper	高層ビル／超高層ビル	高層ビル／超高層ビル	0.273
lv4	825	vocation	天職	天職	0.182
lv4	826	confer	～を授与する／相談する	～を授与する／相談する	0.180
lv4	827	devise	考案する／～を考案する	考案する／～を考案する	0.272
lv4	828	downturn	下降	下降	0.180
lv4	829	epoch	新時代／時代の幕開け	新時代／時代の幕開け	0.180
lv4	830	glossary	用語小辞典／用語集	用語小辞典／用語集	0.180
lv4	831	veterinarian	獣医	獣医	0.180
lv4	832	allege	～を主張する	～を主張する	0.271
lv4	833	bruise	あざ／打撲傷	あざ／打撲傷／～に打撲を負わせる	0.179
lv4	834	demolish	～を取り壊す	～を取り壊す	0.179
lv4	835	foresee	予知する／～を予知する	予知する／～を予知する	0.271
lv4	836	nutritious	栄養になる	栄養になる	0.179
lv4	837	perilous	～とても危険な	～とても危険な	0.179
lv4	838	streamline	～を合理化する	～を合理化する	0.179
lv4	839	thaw	解凍される／溶ける	解凍される／溶ける	0.179
lv4	840	circulate	循環する／～を循環させる	循環する／～を循環させる／流通させる	0.269
lv4	841	deflect	～をそらす／～の方向を変えさせる	～をそらす／～の方向を変えさせる	0.178
lv4	842	divergence	逸脱／相違	逸脱／相違／《数学》発散	0.178
lv4	843	prefecture	県／府	県／府	0.269
lv4	844	pronoun	代名詞	代名詞	0.178
lv4	845	ration	割当	割当	0.178
lv4	846	propel	～を進ませる／～を駆り立てる	～を進ませる／～を駆り立てる	0.177
lv4	847	socialize	交際する	交際する	0.177
lv4	848	uproar	大騒ぎ／騒動	大騒ぎ／騒動	0.177
lv4	849	contemplation	熟考／沈思	熟考／沈思	0.175
lv4	850	incline	～を傾ける／気持ちにさせる	～を傾ける／気持ちにさせる	0.175
lv4	851	misunderstand	誤解する／～を誤解している	誤解する／～を誤解している	0.267
lv4	852	outburst	～の爆発	～の爆発	0.175
lv4	853	proponent	支持者	支持者	0.175
lv4	854	animate	～を活気づける／～をアニメ化する	～を活気づける／～をアニメ化する／～に生命を与える	0.266
lv4	855	furnish	～に備えつける／～に備え付ける	～に備えつける／～に備え付ける	0.266
lv4	856	refute	～を論駁する／～に反論する	～を論駁する／～に反論する	0.174
lv4	857	superstitious	迷信深い／迷信の	迷信深い／迷信の	0.174
lv4	858	lenient	寛大な	寛大な	0.173
lv4	859	mediate	調停する／仲裁する	調停する／仲裁する	0.173
lv4	860	upheaval	大変動	大変動	0.173
lv4	861	delinquent	非行の	非行の	0.263
lv4	862	dormitory	寮	寮	0.171
lv4	863	inferred	推量する	推量する	0.171
lv4	864	wrinkle	しわを寄せる／～にしわを作る	しわを寄せる／～にしわを作る	0.171
lv4	865	backfire	裏目に出る	裏目に出る	0.170
lv4	866	exhale	～を吐き出す	～を吐き出す	0.170
lv4	867	smuggle	～を密輸する	～を密輸する	0.170
lv4	868	trespass	侵入する／侵害する	侵入する／侵害する	0.170
lv4	869	cordial	心温まる／心からの	心温まる／心からの	0.169
lv4	870	jeopardize	～を危険にさらす	～を危険にさらす	0.169
lv4	871	subtract	引く	引く	0.169
lv4	872	transcend	～を超える／～を越える	～を超える／～を越える／超越する	0.260
lv4	873	deduct	～を控除する／～を減じる	～を控除する／～を減じる	0.168
lv4	874	illogical	筋の通らない／不合理な	筋の通らない／不合理な	0.168
lv4	875	impart	～を与える／伝える	～を与える／伝える	0.168
lv4	876	obstruct	～をふさぐ／～を妨害する	～をふさぐ／～を妨害する	0.168
lv4	877	outcast	見捨てられた人／浮浪者	見捨てられた人／浮浪者	0.168
lv4	878	respondent	回答者	回答者	0.168
lv4	879	dreary	退屈な／ものわびしい	退屈な／ものわびしい	0.166
lv4	880	tiresome	退屈な／うんざりする	退屈な／うんざりする	0.166
lv4	881	commendable	賞賛されるべき／立派な	賞賛されるべき／立派な	0.165
lv4	882	compress	～を要約する／～を短縮する	～を要約する／～を短縮する／～を圧縮して詰め込む	0.165
lv4	883	unify	～を統合する／～を統一する	～を統合する／～を統一する／統一される	0.257
lv4	884	subdue	～を征服する／支配する	～を征服する／支配する／抑える	0.164
lv4	885	sympathize	同情する	同情する	0.164
lv4	886	assimilate	～を同化する／～を吸収する	～を同化する／～を吸収する／消化・吸収する	0.254
lv4	887	errand	使い／使い走り	使い／使い走り／用件	0.254
lv4	888	insistent	強く主張する／執拗な	強く主張する／執拗な	0.162
lv4	889	renovate	～を改修する	～を改修する	0.162
lv4	890	secondhand	間接／中古の	間接／中古の／間接的な	0.254
lv4	891	shiver	震える	震える	0.162
lv4	892	boundless	無限の	無限の	0.161
lv4	893	extinguish	消す／～を消す	消す／～を消す／～を絶滅させる	0.253
lv4	894	grassland	牧草地／草原	牧草地／草原	0.161
lv4	895	strangle	～を抑圧する／～を窒息させる	～を抑圧する／～を窒息させる	0.161
lv4	896	atrocity	残虐行為	残虐行為	0.160
lv4	897	erode	腐食する／～を腐食する	腐食する／～を腐食する／侵食する	0.160
lv4	898	innumerable	無数の	無数の	0.251
lv4	899	toil	骨折って働く／骨の折れる仕事	骨折って働く／骨の折れる仕事	0.160
lv4	900	vigor	活力	活力	0.160
lv4	901	bystander	傍観者	傍観者	0.159
lv4	902	decode	～を解読する	～を解読する	0.159
lv4	903	graze	牧草を食べる	牧草を食べる	0.159
lv4	904	improvise	～を即興で作る	～を即興で作る	0.159
lv4	905	abridged	簡約された	簡約された	0.157
lv4	906	ambivalent	矛盾する／相反する	矛盾する／相反する／どちらか決めかねて	0.157
lv4	907	cheery	陽気な／元気な	陽気な／元気な	0.157
lv4	908	evaporate	蒸発する	蒸発する	0.157
lv4	909	eyelid	まぶた	まぶた	0.157
lv4	910	legislate	法律を制定する	法律を制定する	0.157
lv4	911	blister	水ぶくれ	水ぶくれ	0.156
lv4	912	handout	配布物／プリント	配布物／プリント	0.156
lv4	913	instill	～を教える／～を植え付ける	～を教える／～を植え付ける	0.156
lv4	914	detach	～を切り離す／～を分離する	～を切り離す／～を分離する／～を取り外す	0.246
lv4	915	eject	～を取り出す／～を追い出す	～を取り出す／～を追い出す	0.155
lv4	916	fluctuate	変動する	変動する	0.155
lv4	917	sprawl	不規則に広がる	不規則に広がる／だらしなく手足を伸ばす	0.155
lv4	918	zealous	熱心な／熱狂的な	熱心な／熱狂的な	0.246
lv4	919	bustle	喧噪	喧噪	0.153
lv4	920	fasten	～を固定する／～をしっかり留める	～を固定する／～をしっかり留める／～をかける	0.245
lv4	921	outnumber	より数で勝る	より数で勝る	0.153
lv4	922	talkative	おしゃべりの	おしゃべりの	0.152
lv4	923	vertebrate	脊椎動物／脊椎動物の	脊椎動物／脊椎動物の	0.152
lv4	924	persevere	ねばる	ねばる	0.151
lv4	925	altruism	利他主義	利他主義	0.148
lv4	926	antioxidant	抗酸化物質／酸化防止剤	抗酸化物質／酸化防止剤	0.148
lv4	927	connotation	言外の意味／含意	言外の意味／含意／含蓄	0.240
lv4	928	embed	埋め込まれる／～を埋め込む	埋め込まれる／～を埋め込む／はめ込まれる	0.240
lv4	929	immerse	～を浸す／～を没頭させる	～を浸す／～を没頭させる／没頭させる	0.240
lv4	930	sufferer	苦しむ人／被災者	苦しむ人／被災者／病人	0.148
lv4	931	synthesize	～を総合する／合成する	～を総合する／合成する／合成して作り出す	0.148
lv4	932	disprove	～の誤りを証明する	～の誤りを証明する／～の反証を挙げる	0.147
lv4	933	subsidize	～に補助金を支給する	～に補助金を支給する	0.147
lv4	934	trifle	ささいな事／くだらない事	ささいな事／くだらない事	0.147
lv4	935	outsource	～を外注する／～を業務委託する	～を外注する／～を業務委託する	0.146
lv4	936	remodel	～を改装する／～を改造する	～を改装する／～を改造する	0.146
lv4	937	reschedule	～の日時を変更する	～の日時を変更する	0.146
lv4	938	mumble	つぶやく	つぶやく	0.144
lv4	939	cardiologist	心臓専門医	心臓専門医	0.143
lv4	940	botanist	植物学者	植物学者	0.142
lv4	941	emigrate	移住する	移住する	0.142
lv4	942	fabricate	～をでっち上げる／～を組み立てる	～をでっち上げる／～を組み立てる	0.142
lv4	943	asymmetry	非対称／不釣り合い	非対称／不釣り合い	0.141
lv4	944	checkup	健康診断／検査	健康診断／検査	0.141
lv4	945	entrust	AにBを任せる	AにBを任せる	0.139
lv4	946	populate	～に住む／～の住民である	～に住む／～の住民である／～に人を住まわせる	0.231
lv4	947	depress	～を憂鬱にさせる	～を憂鬱にさせる／～を憂うつにさせる／落ち込ませる	0.230
lv4	948	pollute	～を汚染する	～を汚染する	0.230
lv4	949	suffocate	～を窒息させる	～を窒息させる	0.138
lv4	950	immeasurable	計り知れない／果てしない	計り知れない／果てしない／広大な	0.137
lv4	951	nosy	詮索好きな／おせっかいな	詮索好きな／おせっかいな	0.137
lv4	952	sprain	～をくじく／～を捻挫する	～をくじく／～を捻挫する	0.137
lv4	953	bureaucrat	官僚	官僚	0.135
lv4	954	eyelash	まつげ	まつげ	0.135
lv4	955	heighten	～を高める／～を増大させる	～を高める／～を増大させる	0.135
lv4	956	justly	正当に／当然のことながら	正当に／当然のことながら	0.135
lv4	957	overdo	～を使い過ぎる／～をやり過ぎる	～を使い過ぎる／～をやり過ぎる	0.135
lv4	958	overestimate	～を過大評価する	～を過大評価する	0.134
lv4	959	wane	衰える／欠ける	衰える／欠ける	0.134
lv4	960	constrain	～に強いる／～を抑える	～に強いる／～を抑える	0.133
lv4	961	exclaim	叫ぶ／～と叫ぶ	叫ぶ／～と叫ぶ	0.316
lv4	962	conspire	陰謀を企てる／共謀する	陰謀を企てる／共謀する	0.132
lv4	963	intrude	立ち入る／侵入する	立ち入る／侵入する	0.315
lv4	964	scold	しかる／～を叱る	しかる／～を叱る／～をしかる	0.315
lv4	965	grumble	不満を言う／不平を述べる	不満を言う／不平を述べる	0.222
lv4	966	perishable	腐りやすい	腐りやすい	0.130
lv4	967	terrify	～を怖がらせる／～を脅かす	～を怖がらせる／～を脅かす	0.130
lv4	968	colonize	～を植民地化する／～を入植させる	～を植民地化する／～を入植させる	0.128
lv4	969	termite	シロアリ	シロアリ	0.128
lv4	970	dejected	落胆した／元気のない	落胆した／元気のない	0.126
lv4	971	dweller	居住者	居住者	0.126
lv4	972	intelligible	理解できる／理解可能な	理解できる／理解可能な／判読可能な	0.310
lv4	973	magnify	～を拡大する／～を誇張する	～を拡大する／～を誇張する	0.126
lv4	974	mutter	つぶやく	つぶやく	0.126
lv4	975	inhabitant	住民／居住者	住民／居住者	0.308
lv4	976	scrutinize	～を詳細に調べる	～を詳細に調べる／～を綿密に調べる／精査する	0.217
lv4	977	shriek	悲鳴をあげる／金切り声を上げる	悲鳴をあげる／金切り声を上げる／叫ぶ	0.217
lv4	978	snore	いびきをかく	いびきをかく	0.125
lv4	979	ascribe	～の原因を帰す	～の原因を帰す／～の原因はと主張する	0.215
lv4	980	waver	揺れ動く／迷う	揺れ動く／迷う	0.124
lv4	981	impassable	通行できない／克服できない	通行できない／克服できない	0.123
lv4	982	obstinate	頑固な／強情な	頑固な／強情な	0.213
lv4	983	entitle	～に資格／～に権利を与える	～に資格／～に権利を与える／権利を与える	0.210
lv4	984	overshadow	～の影を薄くさせる	～の影を薄くさせる	0.119
lv4	985	recede	後退する／退く	後退する／退く	0.210
lv4	986	reintroduce	～をかつての分布域に再導入する	～をかつての分布域に再導入する／～を復活させる	0.119
lv4	987	sneer	あざ笑う／鼻で笑う	あざ笑う／鼻で笑う	0.117
lv4	988	proliferate	急増する／繁殖する	急増する／繁殖する	0.116
lv4	989	recollect	思い出す	思い出す	0.116
lv4	990	carnivore	肉食動物〈可算〉	肉食動物〈可算〉	0.115
lv4	991	underlie	～の根底にある	～の根底にある	0.115
lv4	992	ecologist	生態学者／環境保護論者	生態学者／環境保護論者	0.114
lv4	993	transact	～を処理する／行う	～を処理する／行う	0.114
lv4	994	excavate	～を発掘する	～を発掘する	0.112
lv4	995	overhear	～を偶然耳にする	～を偶然耳にする	0.111
lv4	996	paralyze	～麻痺させる／～を麻痺させる	～麻痺させる／～を麻痺させる	0.203
lv4	997	devastate	打ちのめす／壊滅させる	打ちのめす／壊滅させる／～を壊滅させる	0.290
lv4	998	overwork	働きすぎる／～を働かせすぎる	働きすぎる／～を働かせすぎる／酷使する	0.107
lv4	999	deflate	しぼむ／～をしぼませる	しぼむ／～をしぼませる	0.106
lv4	1000	grimace	しかめ面をする／しかめ面	しかめ面をする／しかめ面	0.106
lv4	1001	immigrate	移住する	移住する	0.106
lv4	1002	enchant	魔法をかける／魅了する	魔法をかける／魅了する	0.101
lv4	1003	extrovert	外向的な／外交的な人	外向的な／外交的な人／社交的な	0.192
lv4	1004	heredity	遺伝	遺伝	0.284
lv4	1005	shortcoming	欠点	欠点	0.101
lv4	1006	claustrophobia	閉所恐怖症	閉所恐怖症	0.099
lv4	1007	sweatshop	搾取工場	搾取工場	0.099
lv4	1008	falsify	～を偽造する	～を偽造する	0.098
lv4	1009	pitfall	落とし穴／隠れた危険	落とし穴／隠れた危険	0.096
lv4	1010	landmine	地雷	地雷	0.092
lv4	1011	afflict	～を苦しめる	～を苦しめる	0.092
lv4	1012	deplore	～を嘆く	～を嘆く	0.092
lv4	1013	endow	～を授ける／～に与える	～を授ける／～に与える／授ける	0.183
lv4	1014	astound	～をびっくりさせる	～をびっくりさせる	0.092
lv4	1015	demote	～を降格する	～を降格する	0.092
lv4	1016	birthrate	出生率	出生率	0.092
lv4	1017	gratify	喜ばせる／～を喜ばせる	喜ばせる／～を喜ばせる／～を満足させる	0.183
lv4	1018	entangle	～に絡まる	～に絡まる	0.092
lv4	1019	horrify	～を怖がらせる	～を怖がらせる	0.092
lv4	1020	stomachache	腹痛	腹痛	0.092
lv4	1021	accustom	慣れさせる／～を慣れさせる	慣れさせる／～を慣れさせる	0.183
lv4	1022	perspire	汗をかく	汗をかく	0.092
lv4	1023	overrate	過大評価される	過大評価される	0.092
lv4	1024	ingenuous	純真な／無邪気な	純真な／無邪気な	0.092
lv4	1025	perplex	～を困惑させる／～を当惑させる	～を困惑させる／～を当惑させる	0.183
lv4	1026	preoccupy	～の心を奪う／～を夢中にさせる	～の心を奪う／～を夢中にさせる	0.092
lv4	1027	bewilder	～を当惑させる／当惑する	～を当惑させる／当惑する	0.275
lv4	1028	appall	～をぎょっとさせる	～をぎょっとさせる	0.092
ilv1	1	on and on	どんどん／引き続き	どんどん／引き続き	0.861
ilv1	2	That is that	それでおしまいだ／それだけのこと	それでおしまいだ／それだけのこと	0.821
ilv1	3	in that ～	～の点で	～の点で／～という点において ...だから	1.183
ilv1	4	that of ～	～のそれ	～のそれ	0.821
ilv1	5	it is ～ that ～	することは～である	することは～である	0.817
ilv1	6	this and that	あれこれ／様々なこと	あれこれ／様々なこと	0.817
ilv1	7	be to do	することになっている	することになっている／すべきである	1.000
ilv1	8	as for ～	～について言えば／～に関する限り	～について言えば／～に関する限り	1.000
ilv1	9	as it is	実際のところは／あるがままの	実際のところは／あるがままの	0.817
ilv1	10	as of ～	～現在で／～の時点で	～現在で／～の時点で	1.000
ilv1	11	as to ～	～に関して／～について	～に関して／～について	1.000
ilv1	12	but for ～	～を除いて／～がなければ	～を除いて／～がなければ	1.000
ilv1	13	all but ～	ほとんど／～も同然	ほとんど／～も同然	1.183
ilv1	14	all in all	概して／全般的に見て	概して／全般的に見て	1.183
ilv1	15	at all	まったく／一体	まったく／一体	1.000
ilv1	16	for all ～	～にもかかわらず／～を考慮しても	～にもかかわらず／～を考慮しても	1.183
ilv1	17	in all	全部で／合計で	全部で／合計で	1.000
ilv1	18	not all that ～	それほど～ではない	それほど～ではない	0.817
ilv1	19	not all ～	すべての～が...であるわけではない	すべての～が...であるわけではない	0.817
ilv1	20	so as to do	するために	するために	0.817
ilv1	21	so ～ that ～	～それで... ～その結果	～それで... ～その結果／大変～なので... ...であるほど～	1.367
ilv1	22	with all ～	～にもかかわらず／～ばかりなので	～にもかかわらず／～ばかりなので	1.000
ilv1	23	～ and so on	～など	～など	0.817
ilv1	24	if ～ at all	いやしくも...したなら	いやしくも...したなら	0.817
ilv1	25	as ～ as one can	できるだけ～	できるだけ～	0.766
ilv1	26	so that ～ can do	～が…できるように	～が…できるように	0.817
ilv1	27	at will	思いのままに／随意に	思いのままに／随意に	1.000
ilv1	28	～ will do	～は役に立つ	～は役に立つ	0.817
ilv1	29	(Just) As ～, so ～	ちょうど～であるように…だ	ちょうど～であるように…だ	0.817
ilv1	30	be about to do	しようとしている	しようとしている／今にも～しそうである	1.183
ilv1	31	just about	ほぼ／かろうじて	ほぼ／かろうじて	0.817
ilv1	32	up to ～	～まで／～次第である	～まで／～次第である	1.183
ilv1	33	What if ～?	したらどうなるだろうか	したらどうなるだろうか	0.817
ilv1	34	What ～ for?	何のために...？	何のために...？／どうして～か何の目的で～か	1.000
ilv1	35	What ～ like?	～はどんなものか	～はどんなものか	0.758
ilv1	36	be out to do	しようと狙っている	しようと狙っている	0.817
ilv1	37	what to do	何を...すべきか	何を...すべきか	0.817
ilv1	38	what ～ is	現在の～	現在の～	0.817
ilv1	39	All one has to do is (to) do	はただ…すればよい	はただ…すればよい	0.817
ilv1	40	when ～	時／～そしてその時	時／～そしてその時	1.000
ilv1	41	what is more	さらに／そのうえ	さらに／そのうえ	1.000
ilv1	42	If it were not for ～	もし～がないなら	もし～がないなら／もし～がなければ	1.183
ilv1	43	Who is it that ～?	するのはいったい誰か	するのはいったい誰か	0.817
ilv1	44	as it were	いわば	いわば	1.000
ilv1	45	were it not for ～	もし～がなければ	もし～がなければ	0.754
ilv1	46	There is no doing	することはできない	することはできない	0.751
ilv1	47	～, which ～	～そしてそれは	～そしてそれは	0.817
ilv1	48	all the time	いつも／その間ずっと	いつも／その間ずっと	1.000
ilv1	49	at a time	一度に／同時に	一度に／同時に	1.000
ilv1	50	by the time ～	までには／までに	までには／までに	1.000
ilv1	51	from time to time	～ときどき／時々	～ときどき／時々	1.000
ilv1	52	in no time	すぐに／まもなく	すぐに／まもなく	0.817
ilv1	53	in time	間に合って／やがて	間に合って／やがて	0.749
ilv1	54	in time (for ～)	間に合って	間に合って	0.817
ilv1	55	it is (about) time ～.	そろそろ...してもよい頃だ	そろそろ...してもよい頃だ	0.749
ilv1	56	on time	時間通りに	時間通りに	1.000
ilv1	57	the time ～ when ～	する時	する時	0.817
ilv1	58	get at	～をほのめかす／～を言おうとする	～をほのめかす／～を言おうとする	0.817
ilv1	59	get by	何とか生活する／何とかやっていく	何とか生活する／何とかやっていく	1.000
ilv1	60	get in on ～	～に加わる／～に参加する	～に加わる／～に参加する	0.817
ilv1	61	get on with ～	～を続ける／～をどんどん進める	～を続ける／～をどんどん進める	1.000
ilv1	62	get on ～	～に乗る／仲良くやっていく	～に乗る／仲良くやっていく	0.817
ilv1	63	get to ～	～に到着する／～できる	～に到着する／～できる	1.000
ilv1	64	How about ～?	～はどうか	～はどうか	0.817
ilv1	65	do with ～	～があればありがたい	～があればありがたい／～をすませた	0.817
ilv1	66	by now	今はもう／今頃は	今はもう／今頃は	0.817
ilv1	67	for now	今のところは／当分は	今のところは／当分は	0.817
ilv1	68	now that ～	である以上／今はもう…なので	である以上／今はもう…なので	0.817
ilv1	69	now ～	今や...なので ...であるからには	今や...なので ...であるからには	0.817
ilv1	70	one ～, the other ～	一方は～／もう一方は	一方は～／もう一方は	0.817
ilv1	71	no more than ～	たった～ ほんの～	たった～ ほんの～	0.817
ilv1	72	If only ～	でありさえすればよい〔よかった」のに	でありさえすればよい〔よかった」のに／でありさえすれば	1.000
ilv1	73	as good as ～	～も同然／ほとんど～	～も同然／ほとんど～	1.183
ilv1	74	be good at ～	～が得意である	～が得意である	0.817
ilv1	75	do ～ good	～のためになる／～にとってよい	～のためになる／～にとってよい	0.817
ilv1	76	do ～ good/do good to ～	～にとってよい／～のためになる	～にとってよい／～のためになる	0.732
ilv1	77	for good	永久に／これっきり	永久に／これっきり	1.183
ilv1	78	for the good of	～のために／利益となるように	～のために／利益となるように	0.817
ilv1	79	have only to do	しさえすればよい	しさえすればよい	0.817
ilv1	80	only to do	するだけだ	するだけだ	0.817
ilv1	81	after all	結局／やっぱり	結局／やっぱり	0.817
ilv1	82	at first	最初は	最初は	1.000
ilv1	83	first of all	第一に／まず	第一に／まず	1.000
ilv1	84	for the first time	初めて	初めて	1.000
ilv1	85	get into ～	～に夢中になる／～に興味をもつ	～に夢中になる／～に興味をもつ	0.817
ilv1	86	the first time ～	初めて...する時	初めて...する時	0.817
ilv1	87	for all I know	よくは知らないが／たぶん	よくは知らないが／たぶん	0.817
ilv1	88	see (to it) that ～	するよう取り計らう	するよう取り計らう／するように取り計らう	1.000
ilv1	89	see about doing	～する手配をする	～する手配をする	0.730
ilv1	90	see about ～	～を検討する／～を手配する	～を検討する／～を手配する	0.730
ilv1	91	see to	～に対処する／～の世話をする	～に対処する／～の世話をする	0.817
ilv1	92	all over ～	至る所に／一面に	至る所に／一面に	0.817
ilv1	93	get over ～	～を克服する／から回復する	～を克服する／から回復する	1.000
ilv1	94	make do with ～	～で間に合わせる／～で済ませる	～で間に合わせる／～で済ませる	1.367
ilv1	95	make for ～	～に役立つ／～を生み出す	～に役立つ／～を生み出す	1.183
ilv1	96	make good	成功する／(～を）果たす	成功する／(～を）果たす	1.000
ilv1	97	make it	間に合う／成功する	間に合う／成功する	1.367
ilv1	98	make out ～	～を理解する／～を見分ける	～を理解する／～を見分ける	1.183
ilv1	99	make over ～	～を作り変える／作り直す	～を作り変える／作り直す	0.817
ilv1	100	make up for ～	～を補う／～の埋め合わせをする	～を補う／～の埋め合わせをする	0.817
ilv1	101	make up ～	～を構成する／～を作り上げる	～を構成する／～を作り上げる	1.183
ilv1	102	make ～ of A	Aを～と評価する／判断する	Aを～と評価する／判断する	0.817
ilv1	103	over ～	～をめぐって／～を食べながら	～をめぐって／～を食べながら	0.817
ilv1	104	think about ～	～を思いつく／～のことを考える	～を思いつく／～のことを考える	0.817
ilv1	105	think of ～	～をしようかなと思う	～をしようかなと思う／～のことを考える	0.817
ilv1	106	think over ～	～をよく考える	～をよく考える	1.000
ilv1	107	as ～ as any	何にも劣らず～／誰にも劣らず～	何にも劣らず～／誰にも劣らず～	1.000
ilv1	108	if any	もしあれば／たとえあるにせよ	もしあれば／たとえあるにせよ	1.000
ilv1	109	now and then	時々	時々	0.727
ilv1	110	back on ～	～を当てにする	～を当てにする	0.724
ilv1	111	back up ～	～を裏付ける／～を支持する	～を裏付ける／～を支持する	0.817
ilv1	112	for want of ～	～がないので／～の不足のため	～がないので／～の不足のため	1.000
ilv1	113	want for ～	～を欠いている／～がない	～を欠いている／～がない	0.817
ilv1	114	as ～ go	一般の～と比べると／～としては	一般の～と比べると／～としては	0.817
ilv1	115	because of ～	～のために	～のために	0.817
ilv1	116	go about ～	～に取り組む／～に取りかかる	～に取り組む／～に取りかかる	1.000
ilv1	117	go at	～に取り組む	～に取り組む	0.723
ilv1	118	go back on ～	～を破る	～を破る	0.817
ilv1	119	go back to ～	～へ戻る／～にさかのぼる	～へ戻る／～にさかのぼる	0.817
ilv1	120	go by ～	通り過ぎる／たつ	通り過ぎる／たつ	1.000
ilv1	121	go for ～	～を選ぶ／～を手に入れようとする	～を選ぶ／～を手に入れようとする	0.817
ilv1	122	go in for ～	～をし始める	～をし始める	0.817
ilv1	123	go on (with ～)	～を続ける／続く	～を続ける／続く	0.817
ilv1	124	go on to do	次に...する／続けて...する	次に...する／続けて...する	1.000
ilv1	125	go on ～	続く／過ぎる	続く／過ぎる	0.723
ilv1	126	go out	消える／出かける	消える／出かける	1.000
ilv1	127	go over ～	～を調べる／～を繰り返す	～を調べる／～を繰り返す	1.000
ilv1	128	go with ～	～と付き合う／～と一緒に行く	～と付き合う／～と一緒に行く	1.183
ilv1	129	on the go	活動中で	活動中で	0.817
ilv1	130	～ as well	～もまた／同様に～ ～もまた	～もまた／同様に～ ～もまた	0.817
ilv1	131	～ to go	あと～／残りの～	あと～／残りの～	0.817
ilv1	132	all the way	ずっと／はるばる	ずっと／はるばる	1.000
ilv1	133	by the way	～ところで	～ところで	1.000
